project_id,borough,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,total_units
65078,Queens,0,0,1,0,0,0,1
65084,Brooklyn,0,0,1,0,0,0,1
65087,Staten Island,0,1,0,0,0,0,1
65122,Queens,0,0,1,0,0,0,1
65142,Queens,0,1,0,0,0,0,1
65156,Queens,0,0,0,1,0,0,1
65158,Brooklyn,0,0,0,3,0,0,3
65159,Brooklyn,0,0,2,0,0,0,2
65160,Brooklyn,0,0,0,1,0,0,1
65162,Brooklyn,0,1,0,0,0,0,1
65163,Bronx,0,0,3,0,0,0,3
65164,Queens,2,0,0,0,0,0,2
65165,Bronx,0,0,0,3,0,0,3
65167,Bronx,0,0,0,2,0,0,2
65168,Brooklyn,0,0,3,0,0,0,3
65170,Queens,0,0,0,1,0,0,1
65172,Brooklyn,0,2,0,0,0,0,2
65189,Queens,0,196,293,0,0,0,489
65189,Queens,0,197,292,0,0,0,489
51301,Bronx,97,0,63,0,0,1,161
51868,Manhattan,80,119,120,0,80,1,400
59474,Manhattan,0,8,1,0,0,0,9
59474,Manhattan,1,4,4,0,0,0,9
59474,Manhattan,10,4,3,0,0,0,17
59474,Manhattan,10,17,23,0,0,1,51
59474,Manhattan,7,9,3,0,0,1,20
59474,Manhattan,1,14,22,0,0,1,38
59474,Manhattan,0,5,5,0,0,0,10
59474,Manhattan,1,6,2,0,0,0,9
59474,Manhattan,2,5,2,0,0,0,9
59474,Manhattan,6,20,10,0,0,0,36
59474,Manhattan,9,16,8,0,0,1,34
59474,Manhattan,0,5,2,0,0,0,7
59474,Manhattan,0,2,2,0,0,0,4
59474,Manhattan,1,9,20,0,0,0,30
59474,Manhattan,0,5,5,0,0,1,11
59474,Manhattan,0,5,4,0,0,0,9
59474,Manhattan,2,5,2,0,0,0,9
59474,Manhattan,1,7,1,0,0,0,9
59474,Manhattan,1,4,5,0,0,0,10
59474,Manhattan,6,4,8,0,0,0,18
59474,Manhattan,0,6,4,0,0,0,10
60327,Bronx,71,0,46,0,0,1,118
60996,Bronx,0,159,0,0,0,1,160
60996,Bronx,0,160,0,0,0,0,160
61701,Manhattan,45,4,1,0,0,0,50
61841,Bronx,158,0,0,0,0,1,159
61848,Brooklyn,5,57,0,0,0,0,62
61848,Brooklyn,3,59,0,0,0,1,63
63732,Brooklyn,0,0,96,0,0,0,443
63732,Brooklyn,0,0,87,0,0,0,468
63845,Manhattan,0,5,4,0,0,1,10
63845,Manhattan,0,4,4,0,0,1,9
63845,Manhattan,0,5,4,0,0,0,9
63845,Manhattan,0,5,4,0,0,0,9
63845,Manhattan,0,11,11,0,0,0,22
63845,Manhattan,0,1,1,0,0,0,2
63845,Manhattan,0,5,4,0,0,0,9
63845,Manhattan,0,13,11,0,0,1,25
63845,Manhattan,0,2,3,0,0,0,5
63845,Manhattan,0,2,3,0,0,0,5
63845,Manhattan,0,7,5,0,0,0,12
63845,Manhattan,0,2,3,0,0,0,5
63845,Manhattan,0,3,4,0,0,0,7
63845,Manhattan,0,6,5,0,0,0,11
63845,Manhattan,0,8,6,0,0,1,15
63845,Manhattan,0,9,10,0,0,0,19
63845,Manhattan,0,5,5,0,0,0,10
63845,Manhattan,0,13,12,0,0,1,26
63889,Brooklyn,0,0,19,52,0,0,71
63890,Brooklyn,0,0,0,67,2,0,69
65067,Queens,0,0,0,1,0,0,1
65069,Staten Island,0,0,1,0,0,0,1
65174,Brooklyn,0,0,1,0,0,0,1
65190,Bronx,0,230,0,0,0,0,230
65190,Bronx,0,230,0,0,0,0,230
65190,Bronx,0,228,0,0,0,2,230
65190,Bronx,0,39,0,0,0,0,39
65190,Bronx,0,45,0,0,0,0,45
65190,Bronx,0,45,0,0,0,0,45
65190,Bronx,0,39,0,0,0,0,39
65190,Bronx,0,39,0,0,0,0,39
65190,Bronx,0,51,0,0,0,0,51
48753,Bronx,4,73,7,0,0,1,85
59388,Bronx,62,0,0,0,0,1,63
61297,Bronx,40,17,126,6,0,1,190
61609,Bronx,23,0,18,0,0,1,42
61611,Bronx,8,14,29,42,0,1,94
61611,Bronx,5,5,16,31,0,0,57
61611,Bronx,10,7,58,38,0,1,114
61842,Brooklyn,145,0,0,0,0,1,146
61847,Bronx,0,89,14,0,0,1,104
62227,Bronx,113,0,49,0,0,1,163
65052,Brooklyn,0,0,1,0,0,0,1
65059,Brooklyn,0,0,0,2,0,0,2
65101,Bronx,0,1,0,0,0,0,1
65146,Brooklyn,2,0,0,0,0,0,2
44431,Bronx,12,8,62,0,0,0,82
44431,Bronx,19,13,91,0,0,1,124
53655,Bronx,7,17,17,5,0,1,47
53655,Bronx,9,26,19,0,0,1,55
53655,Bronx,3,7,3,0,0,0,13
53655,Bronx,1,4,4,0,0,0,9
53655,Bronx,4,10,9,1,0,1,25
53655,Bronx,2,8,5,0,0,1,16
53655,Bronx,2,4,2,0,0,1,9
53655,Bronx,4,6,11,0,0,1,22
53655,Bronx,2,0,1,1,0,0,4
53655,Bronx,2,7,2,0,0,0,11
53655,Bronx,22,31,23,1,0,1,78
53655,Bronx,4,5,3,0,0,0,12
61610,Bronx,0,0,16,28,0,1,45
61802,Brooklyn,0,0,34,0,0,0,35
65046,Brooklyn,0,0,0,2,0,0,2
65050,Bronx,0,3,0,0,0,0,3
65150,Bronx,0,0,1,0,0,0,1
50347,Bronx,0,171,1,0,0,0,172
59058,Bronx,13,18,20,0,0,1,52
59411,Manhattan,0,7,9,0,0,0,67
60027,Bronx,0,13,4,0,0,0,17
60027,Bronx,0,4,5,0,0,1,10
60027,Bronx,1,10,10,0,0,0,21
60027,Bronx,3,15,7,0,0,0,25
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,3,0,0,0,0,3
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,3,0,0,0,0,3
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,5,0,0,0,0,5
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,5,0,0,0,0,5
63840,Brooklyn,0,3,0,0,0,0,3
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,5,0,0,0,0,5
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,5,0,0,0,0,5
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,6,0,0,0,0,6
63840,Brooklyn,0,18,0,0,0,0,18
63840,Brooklyn,0,6,0,0,0,0,6
63841,Bronx,0,86,0,0,0,0,86
63842,Bronx,0,60,0,0,0,0,60
63843,Brooklyn,0,20,0,0,0,0,20
63843,Brooklyn,0,16,0,0,0,0,16
63843,Brooklyn,0,16,0,0,0,0,16
63843,Brooklyn,0,16,0,0,0,0,16
63843,Brooklyn,0,12,0,0,0,0,12
63843,Brooklyn,0,16,0,0,0,0,16
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,12,0,0,0,0,12
63844,Brooklyn,0,6,0,0,0,0,6
65049,Manhattan,0,0,0,2,0,0,2
65057,Bronx,0,0,0,2,0,0,2
65063,Brooklyn,0,0,0,2,0,0,2
47878,Manhattan,0,0,0,9,0,0,9
65028,Brooklyn,0,0,1,0,0,0,1
65040,Brooklyn,0,0,0,1,0,0,1
60484,Brooklyn,0,0,3,62,18,0,83
60872,Manhattan,0,10,24,0,0,1,35
60872,Manhattan,0,7,9,0,0,0,16
60872,Manhattan,0,6,24,0,0,0,30
60872,Manhattan,0,5,24,1,0,0,30
63859,Queens,0,0,2,51,0,1,54
63885,Brooklyn,0,0,14,130,11,0,155
63887,Brooklyn,0,0,23,61,2,0,86
65079,Queens,0,2,0,0,0,0,2
62266,Bronx,1,6,35,0,0,1,43
62267,Bronx,0,8,20,0,0,0,28
62267,Bronx,0,7,20,0,0,1,28
62268,Bronx,0,7,63,0,0,1,71
62269,Bronx,0,26,130,0,0,1,157
62270,Bronx,0,5,22,0,0,1,28
62271,Manhattan,0,6,47,3,0,1,57
60000,Manhattan,0,0,45,0,0,0,45
63003,Queens,0,0,10,0,0,0,50
65026,Bronx,0,0,0,1,0,0,1
58885,Bronx,0,6,4,0,0,0,10
58885,Bronx,0,6,1,0,0,0,7
58885,Bronx,0,6,1,0,0,0,7
65025,Brooklyn,0,0,1,0,0,0,1
65047,Queens,0,2,0,0,0,0,2
65056,Bronx,0,0,492,0,0,0,492
60212,Brooklyn,0,0,68,0,9,0,78
60213,Brooklyn,0,0,15,0,22,0,37
65027,Bronx,0,0,0,1,0,0,1
63358,Queens,38,13,16,1,0,1,69
65060,Queens,0,0,0,2,0,0,2
64268,Brooklyn,6,0,0,1,0,1,8
64268,Brooklyn,3,0,0,0,0,0,3
64268,Brooklyn,6,0,0,0,0,0,6
64268,Brooklyn,13,1,1,0,0,1,16
64268,Brooklyn,6,1,0,1,0,0,8
64268,Brooklyn,6,0,0,0,0,0,6
64268,Brooklyn,6,0,0,0,0,0,6
64268,Brooklyn,5,0,0,0,1,0,6
64268,Brooklyn,5,1,0,0,0,0,6
64268,Brooklyn,18,2,2,3,0,0,25
64268,Brooklyn,25,3,1,2,0,1,32
64268,Brooklyn,40,1,1,2,0,1,45
64268,Brooklyn,14,0,1,1,0,0,16
64268,Brooklyn,7,1,0,0,0,0,8
64268,Brooklyn,15,0,0,0,0,1,16
64268,Brooklyn,14,1,0,1,0,0,16
64268,Brooklyn,5,2,0,1,0,0,8
64268,Brooklyn,6,1,0,1,0,0,8
64268,Brooklyn,9,1,1,1,0,0,12
64268,Brooklyn,6,0,0,0,0,0,6
64268,Brooklyn,5,1,0,0,0,0,6
64268,Brooklyn,6,0,0,0,0,0,6
64268,Brooklyn,2,1,0,0,0,0,3
64268,Brooklyn,5,0,0,1,0,0,6
64268,Brooklyn,5,1,0,0,0,0,6
64268,Brooklyn,5,1,0,0,0,0,6
64268,Brooklyn,13,1,1,1,0,0,16
64268,Brooklyn,6,2,0,0,0,0,8
64268,Brooklyn,15,0,0,1,0,0,16
64268,Brooklyn,5,1,0,0,0,0,6
64268,Brooklyn,5,1,0,0,0,0,6
64268,Brooklyn,1,2,0,0,0,0,3
64268,Brooklyn,3,0,0,0,0,0,3
64268,Brooklyn,3,0,0,0,0,0,3
64268,Brooklyn,6,0,0,0,0,0,6
64268,Brooklyn,5,1,1,1,0,0,8
64268,Brooklyn,6,2,0,0,0,0,8
64268,Brooklyn,16,0,0,0,0,0,16
64268,Brooklyn,8,0,0,0,0,0,8
64268,Brooklyn,6,2,0,0,0,0,8
64268,Brooklyn,2,1,0,0,0,0,3
58521,Manhattan,0,0,9,0,0,0,123
58667,Brooklyn,0,0,22,0,0,0,23
61627,Brooklyn,11,3,0,0,0,0,14
61627,Brooklyn,47,9,1,0,0,1,58
60740,Staten Island,0,0,24,0,0,0,115
59382,Brooklyn,0,0,38,0,0,1,39
59382,Brooklyn,0,0,35,0,0,0,35
65104,Queens,0,0,6,0,0,0,28
63356,Brooklyn,57,7,4,1,0,1,70
65110,Brooklyn,0,0,15,0,0,0,75
64865,Staten Island,0,0,1,0,0,0,1
64866,Staten Island,0,0,1,0,0,0,1
64868,Staten Island,0,0,1,0,0,0,1
58621,Queens,0,17,113,43,0,1,174
65116,Brooklyn,0,0,3,0,0,0,12
49279,Manhattan,0,0,10,0,0,0,11
65072,Brooklyn,0,0,14,0,0,0,70
65074,Bronx,0,0,9,0,0,0,45
65134,Queens,0,0,34,0,0,0,168
58671,Brooklyn,54,8,27,0,0,0,89
64859,Staten Island,0,0,1,0,0,0,1
65143,Bronx,0,0,8,0,0,0,39
64858,Staten Island,0,0,0,1,0,0,1
64855,Queens,0,0,1,0,0,0,1
64857,Staten Island,0,0,1,0,0,0,1
64850,Queens,0,0,1,0,0,0,1
64652,Staten Island,0,0,1,0,0,0,1
63839,Manhattan,29,36,27,29,30,0,186
63839,Manhattan,27,24,19,41,28,0,186
63839,Manhattan,21,23,31,40,30,0,186
63839,Manhattan,25,20,18,37,36,0,186
63839,Manhattan,58,49,60,69,58,0,378
63839,Manhattan,45,48,60,71,65,0,378
63839,Manhattan,70,49,44,68,52,0,378
63839,Manhattan,65,50,41,76,63,0,378
63839,Manhattan,57,53,51,75,65,0,378
63839,Manhattan,27,28,37,36,28,0,186
62303,Brooklyn,0,26,6,0,0,1,33
65103,Bronx,0,0,8,0,0,0,38
64654,Staten Island,0,0,0,1,0,0,1
64667,Brooklyn,0,0,3,0,0,0,3
64655,Staten Island,0,0,1,0,0,0,1
64653,Queens,0,0,1,0,0,0,1
65124,Brooklyn,0,0,20,0,0,0,99
63838,Bronx,0,0,126,0,0,1,127
64453,Brooklyn,0,0,0,4,0,0,4
64650,Staten Island,0,0,1,0,0,0,1
64649,Queens,0,1,0,0,0,0,1
64656,Staten Island,0,0,1,0,0,0,1
54520,Bronx,65,0,152,0,0,1,218
60020,Bronx,46,5,102,0,0,1,154
60810,Bronx,33,16,100,17,0,1,167
61405,Manhattan,16,38,49,19,30,1,153
64646,Queens,0,0,1,0,0,0,1
63121,Manhattan,0,0,22,0,0,0,108
61902,Brooklyn,0,0,73,0,0,0,363
64396,Brooklyn,0,0,0,1,0,0,1
65136,Brooklyn,0,0,8,0,0,0,40
59637,Manhattan,0,8,10,0,0,0,18
59637,Manhattan,2,15,6,1,0,0,24
64407,Brooklyn,0,0,0,0,2,0,2
64394,Staten Island,0,0,1,0,0,0,1
64395,Queens,0,0,1,0,0,0,1
52735,Brooklyn,23,121,4,1,0,1,150
64393,Brooklyn,0,1,0,0,0,0,1
64384,Bronx,0,0,1,0,0,0,1
64392,Queens,0,0,1,0,0,0,1
65102,Bronx,0,0,3,0,0,0,14
64301,Bronx,0,0,2,0,0,0,2
64391,Staten Island,0,0,1,0,0,0,1
59495,Bronx,40,0,70,25,0,1,136
65036,Manhattan,0,0,72,0,0,1,73
65086,Manhattan,0,0,0,0,7,0,33
64381,Queens,0,0,1,0,0,0,1
64379,Bronx,0,0,1,0,0,0,1
64377,Queens,0,1,0,0,0,0,1
64332,Bronx,0,0,1,0,0,0,1
60034,Bronx,13,24,11,0,0,1,49
60034,Bronx,0,0,0,0,0,0,26
60034,Bronx,0,0,0,0,0,0,11
60034,Bronx,0,0,0,0,0,0,14
60034,Bronx,0,0,0,0,0,0,11
60034,Bronx,0,0,0,0,0,0,11
60034,Bronx,0,0,0,0,0,0,10
51950,Brooklyn,0,0,1,0,0,0,1
51950,Brooklyn,0,0,1,0,0,0,1
51950,Brooklyn,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
51950,Queens,0,0,1,0,0,0,1
52985,Bronx,40,9,3,0,0,0,52
64106,Bronx,0,0,1,0,0,0,1
64088,Bronx,0,0,1,0,0,0,1
64645,Manhattan,0,0,2,0,0,0,35
64645,Manhattan,0,0,0,0,2,0,9
44332,Brooklyn,0,0,7,0,0,0,7
44332,Brooklyn,0,0,10,0,0,0,10
44332,Brooklyn,0,0,8,0,0,0,8
64087,Staten Island,0,0,1,0,0,0,1
64086,Bronx,0,0,1,0,0,0,1
64085,Staten Island,0,0,1,0,0,0,1
65097,Manhattan,0,0,5,0,0,0,21
58876,Bronx,93,2,1,0,0,1,97
58876,Bronx,94,1,1,0,0,1,97
61655,Brooklyn,0,0,25,16,0,0,136
63870,Bronx,0,0,1,0,0,0,1
63868,Queens,0,0,1,0,0,0,1
63869,Brooklyn,0,0,1,0,0,0,1
63867,Staten Island,0,0,1,0,0,0,1
60427,Manhattan,14,1,2,0,0,0,17
60427,Manhattan,21,3,3,0,0,0,27
60427,Manhattan,15,5,3,0,0,0,23
60427,Manhattan,28,2,5,0,0,0,35
60427,Manhattan,20,3,1,0,0,0,24
63866,Bronx,0,0,1,0,0,0,1
63865,Staten Island,0,0,1,0,0,0,1
58388,Bronx,80,0,0,0,0,1,81
63864,Queens,0,0,1,0,0,0,1
52989,Brooklyn,0,0,19,0,0,0,91
63863,Queens,0,0,1,0,0,0,1
58756,Brooklyn,0,0,3,0,0,0,14
65071,Bronx,0,0,7,0,0,0,34
58966,Bronx,167,0,0,0,0,1,168
60249,Bronx,0,60,59,0,0,1,120
60249,Bronx,8,32,40,0,0,0,80
63348,Brooklyn,0,0,2,0,0,0,2
63349,Brooklyn,0,0,0,2,0,0,2
63738,Bronx,0,0,1,0,0,0,1
55264,Bronx,36,0,83,0,0,1,120
58625,Queens,0,66,105,60,0,1,232
60319,Bronx,0,0,27,25,0,1,53
60342,Bronx,1,53,72,0,0,0,126
60777,Manhattan,8,3,0,1,0,0,12
63372,Manhattan,0,0,0,0,158,0,158
63372,Manhattan,0,0,0,0,188,0,188
63372,Manhattan,0,0,0,0,72,0,72
63372,Manhattan,0,0,0,0,16,0,16
44282,Manhattan,0,32,48,0,79,1,160
44339,Bronx,46,60,182,16,0,1,305
58864,Brooklyn,0,5,1,0,0,0,6
58864,Brooklyn,2,12,2,0,0,0,16
58864,Brooklyn,0,3,1,0,0,0,4
58864,Brooklyn,1,3,2,0,0,0,6
58864,Brooklyn,0,5,1,0,0,0,6
58864,Brooklyn,2,6,3,0,0,0,11
58864,Brooklyn,0,4,2,0,0,0,6
58864,Brooklyn,1,4,1,0,0,0,6
58889,Manhattan,39,7,279,1,0,1,327
58891,Manhattan,0,2,10,0,0,1,13
58891,Manhattan,0,2,1,0,0,1,4
58891,Manhattan,0,1,2,0,0,0,3
58891,Manhattan,0,6,3,0,0,0,9
58891,Manhattan,0,8,2,0,0,1,11
58891,Manhattan,0,3,0,0,0,0,3
58891,Manhattan,0,7,2,0,0,0,9
58891,Manhattan,0,4,1,0,0,0,5
58891,Manhattan,1,14,9,0,0,0,24
58891,Manhattan,1,12,9,0,0,2,24
58891,Manhattan,0,3,7,0,0,0,10
58891,Manhattan,0,6,4,0,0,0,10
58891,Manhattan,4,8,3,0,0,0,15
58891,Manhattan,0,8,7,0,0,0,15
58891,Manhattan,0,7,7,0,0,0,14
58891,Manhattan,0,31,28,0,0,1,60
58891,Manhattan,0,7,1,0,0,0,8
58891,Manhattan,0,6,2,0,0,0,8
58891,Manhattan,0,6,8,0,0,0,14
58891,Manhattan,0,10,8,0,0,0,18
58891,Manhattan,0,16,14,0,0,0,30
58891,Manhattan,0,5,3,0,0,0,8
58891,Manhattan,0,15,3,0,0,0,18
58891,Manhattan,0,13,10,0,0,1,24
58891,Manhattan,0,11,13,0,0,0,24
58891,Manhattan,0,1,2,0,0,0,3
58891,Manhattan,0,7,2,0,0,0,9
58891,Manhattan,0,9,1,0,0,0,10
58891,Manhattan,0,4,1,0,0,0,5
58891,Manhattan,0,4,0,0,0,0,4
58891,Manhattan,0,3,0,0,0,0,3
58891,Manhattan,1,3,10,0,0,0,14
58891,Manhattan,0,10,3,0,0,0,13
58891,Manhattan,0,4,0,0,0,0,4
58891,Manhattan,0,12,5,0,0,1,18
58891,Manhattan,0,0,8,0,0,0,8
58891,Manhattan,0,0,4,0,0,0,4
58891,Manhattan,0,5,1,0,0,0,6
58891,Manhattan,1,13,2,0,0,0,16
58891,Manhattan,0,6,2,0,0,0,8
63369,Brooklyn,0,0,0,0,193,0,193
60505,Bronx,8,8,24,0,0,1,41
63717,Brooklyn,0,0,1,0,0,0,1
52774,Queens,0,0,90,0,448,1,539
52775,Queens,0,26,78,25,0,1,130
58955,Bronx,20,20,139,44,0,0,223
60779,Brooklyn,27,80,159,0,0,1,267
58829,Bronx,15,45,7,0,0,1,68
63373,Queens,0,0,40,0,0,0,40
63373,Queens,0,0,40,0,0,0,40
63373,Queens,0,0,32,0,0,0,32
63373,Queens,0,0,217,0,0,0,217
63373,Queens,0,0,56,0,0,0,56
63373,Queens,0,0,16,0,0,0,16
63373,Queens,0,0,40,0,0,0,40
63373,Queens,0,0,32,0,0,0,32
63373,Queens,0,0,206,0,0,0,206
63373,Queens,0,0,198,0,0,0,198
63373,Queens,0,0,216,0,0,0,216
63371,Bronx,0,0,0,0,352,0,352
63553,Queens,0,0,1,0,0,0,1
59004,Brooklyn,0,0,26,0,0,0,134
63737,Bronx,0,0,1,0,0,0,1
63554,Brooklyn,0,0,1,0,0,0,1
58926,Manhattan,3,1,0,0,0,0,29
61713,Brooklyn,0,0,8,0,0,0,40
63716,Bronx,0,0,1,0,0,0,1
53557,Bronx,0,0,39,0,0,0,40
53557,Bronx,0,0,39,0,0,0,39
53557,Bronx,0,0,39,0,0,0,40
53557,Bronx,0,0,39,0,0,0,39
53557,Bronx,0,0,38,0,0,0,39
53557,Bronx,0,0,39,0,0,0,39
58793,Brooklyn,48,0,20,0,0,0,68
61016,Brooklyn,0,0,100,0,0,0,500
63335,Staten Island,0,0,0,1,0,0,1
63736,Queens,0,0,1,0,0,0,1
58631,Bronx,0,0,25,0,0,0,25
63339,Queens,0,0,1,0,0,0,1
63225,Brooklyn,0,0,1,0,0,0,1
63274,Brooklyn,0,0,1,0,0,0,1
59031,Brooklyn,2,3,1,0,0,0,6
59031,Brooklyn,1,2,0,0,0,0,3
59031,Brooklyn,2,8,0,0,0,1,11
59031,Brooklyn,0,1,7,0,0,0,8
59031,Brooklyn,1,7,2,0,0,0,10
59031,Brooklyn,0,6,2,0,0,0,8
59031,Brooklyn,0,7,3,0,0,0,10
59031,Brooklyn,0,7,1,0,0,0,8
53555,Bronx,0,0,50,0,0,0,51
53555,Bronx,0,0,102,0,0,0,103
53556,Bronx,0,0,82,0,0,0,83
53556,Bronx,0,0,53,0,0,0,55
65099,Bronx,0,0,9,0,0,0,41
64617,Brooklyn,0,0,2,0,0,0,2
61736,Manhattan,0,0,49,0,0,0,214
61738,Manhattan,0,0,156,0,0,0,646
61741,Manhattan,0,0,64,0,0,0,272
63269,Bronx,0,0,1,0,0,0,1
58697,Brooklyn,0,9,9,0,5,0,86
63368,Bronx,0,0,99,0,0,1,100
63174,Queens,0,0,1,0,0,0,1
65064,Brooklyn,0,0,2,0,0,0,8
58658,Manhattan,6,3,0,0,0,0,9
58658,Manhattan,4,4,0,0,0,0,8
58658,Manhattan,6,2,0,0,0,0,8
58658,Manhattan,2,5,0,0,0,0,7
58658,Manhattan,4,6,0,0,0,0,10
63267,Queens,0,0,1,0,0,0,1
63271,Queens,0,0,1,0,0,0,1
50386,Manhattan,16,0,0,0,0,0,16
58980,Brooklyn,0,7,5,0,0,0,12
58980,Brooklyn,0,2,6,0,0,0,8
58980,Brooklyn,0,1,6,0,0,1,8
58980,Brooklyn,0,4,4,0,0,0,8
63096,Bronx,0,0,1,0,0,0,1
63338,Brooklyn,0,0,2,0,0,0,2
61021,Manhattan,0,0,17,0,0,0,18
57758,Manhattan,0,0,20,0,0,0,43
63095,Queens,0,0,1,0,0,0,1
65080,Brooklyn,0,0,2,0,0,0,10
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,1,0,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,0,1,0,0,1
50424,Queens,0,0,0,1,0,0,1
63093,Staten Island,0,0,1,0,0,0,1
49716,Brooklyn,2,0,2,0,0,0,4
49716,Brooklyn,1,0,6,0,0,0,7
49716,Brooklyn,21,0,5,0,0,1,27
49716,Brooklyn,4,0,4,0,0,0,8
49716,Brooklyn,2,0,2,0,0,0,4
49716,Brooklyn,2,0,2,0,0,0,4
49716,Brooklyn,0,0,9,0,0,0,9
49716,Brooklyn,6,0,6,0,0,0,12
49716,Brooklyn,5,1,7,0,0,0,13
62990,Bronx,0,0,1,0,0,0,1
62287,Queens,0,0,1,0,0,0,1
62989,Staten Island,0,0,1,0,0,0,1
62987,Bronx,0,0,1,0,0,0,1
62988,Staten Island,0,0,1,0,0,0,1
58302,Bronx,2,6,0,0,0,1,9
62986,Queens,0,0,1,0,0,0,1
58965,Brooklyn,82,0,52,0,0,1,135
59740,Bronx,60,0,65,0,0,1,126
62985,Staten Island,0,0,1,0,0,0,1
65131,Manhattan,0,0,0,0,23,0,114
65115,Brooklyn,0,0,1,0,0,0,5
62984,Staten Island,0,0,1,0,0,0,1
62983,Staten Island,0,0,1,0,0,0,1
65141,Brooklyn,0,0,4,0,0,0,20
62982,Staten Island,0,0,1,0,0,0,1
65105,Queens,0,0,6,0,0,0,25
53484,Manhattan,0,0,47,0,0,0,233
62978,Brooklyn,0,0,1,0,0,0,1
62981,Brooklyn,0,0,1,0,0,0,1
65098,Queens,0,0,35,0,0,0,175
57533,Brooklyn,3,229,6,0,0,1,239
62976,Brooklyn,0,0,1,0,0,0,1
62974,Queens,0,0,1,0,0,0,1
62973,Queens,0,0,1,0,0,0,1
62178,Bronx,0,0,0,3,0,0,3
63013,Bronx,0,1,0,0,0,0,1
62162,Bronx,0,0,0,1,0,0,1
60049,Manhattan,7,9,9,0,0,1,26
