project_id,borough,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,total_units
50404,Brooklyn,0,0,15,0,0,1,16
53583,Staten Island,0,0,1,0,0,0,1
49959,Manhattan,8,42,0,0,0,1,51
53564,Brooklyn,0,0,1,0,0,0,1
58246,Queens,0,0,0,0,1,0,1
52138,Brooklyn,0,0,0,3,0,0,3
58226,Queens,0,0,0,0,1,0,1
58190,Staten Island,0,0,0,0,1,0,1
53003,Bronx,0,0,0,3,0,0,3
58217,Brooklyn,0,0,0,0,1,0,1
58229,Queens,0,0,0,0,1,0,1
53195,Bronx,0,0,2,0,0,0,2
53472,Brooklyn,0,0,1,0,0,0,1
53470,Bronx,0,0,1,0,0,0,1
58214,Bronx,0,0,0,0,1,0,1
58215,Queens,0,0,0,0,1,0,1
58213,Staten Island,0,0,0,0,1,0,1
49945,Brooklyn,0,0,86,0,0,0,429
53469,Staten Island,0,0,1,0,0,0,1
52878,Brooklyn,0,0,2,0,0,0,2
44333,Bronx,61,0,0,0,0,1,62
58212,Staten Island,0,0,0,0,1,0,1
58505,Staten Island,0,0,57,0,0,0,57
58505,Staten Island,0,0,58,0,0,1,514
53449,Brooklyn,0,0,1,0,0,0,1
53454,Brooklyn,0,0,1,0,0,0,1
53118,Queens,0,0,0,1,0,0,1
53447,Staten Island,0,0,1,0,0,0,1
53448,Queens,0,1,0,0,0,0,1
58211,Staten Island,0,0,0,0,1,0,1
65091,Bronx,0,0,7,0,0,0,33
58185,Brooklyn,0,0,0,0,1,0,1
49544,Manhattan,33,0,0,0,0,0,33
53108,Queens,0,0,1,0,0,0,1
53107,Queens,0,0,0,2,0,0,2
58176,Staten Island,0,0,0,0,1,0,1
58184,Queens,0,0,0,0,1,0,1
53446,Staten Island,0,0,1,0,0,0,1
58183,Staten Island,0,0,0,0,1,0,1
50495,Queens,8,0,44,0,0,1,53
53106,Brooklyn,0,0,2,0,0,0,2
53110,Bronx,0,0,2,0,0,0,2
49709,Manhattan,0,0,235,0,0,0,1175
53354,Brooklyn,0,1,0,0,0,0,1
53352,Queens,0,0,1,0,0,0,1
53353,Brooklyn,0,0,1,0,0,0,1
53350,Queens,0,0,1,0,0,0,1
53056,Brooklyn,0,0,1,0,0,0,1
58182,Queens,0,0,0,0,1,0,1
58181,Brooklyn,0,0,0,0,1,0,1
53033,Staten Island,0,0,1,0,0,0,1
52984,Bronx,0,0,1,0,0,0,1
58178,Brooklyn,0,0,0,0,1,0,1
58225,Queens,0,0,0,0,1,0,1
58223,Queens,0,0,0,0,1,0,1
58224,Brooklyn,0,0,0,0,1,0,1
58222,Staten Island,0,0,0,0,1,0,1
58221,Bronx,0,0,0,0,1,0,1
51357,Manhattan,0,15,48,0,15,1,79
52981,Queens,0,0,1,0,0,0,1
58220,Queens,0,0,0,0,1,0,1
52603,Brooklyn,0,0,0,2,0,0,2
52838,Brooklyn,0,0,0,2,0,0,2
44239,Manhattan,12,0,47,0,0,1,60
44319,Brooklyn,0,1,9,0,0,0,10
44319,Brooklyn,0,0,6,0,0,0,6
44319,Brooklyn,3,1,13,0,0,1,18
44319,Brooklyn,5,1,13,0,0,0,19
45303,Brooklyn,0,33,44,0,0,1,78
45303,Brooklyn,0,13,19,0,0,0,32
45326,Bronx,0,0,18,54,0,1,73
47841,Bronx,0,0,38,0,0,1,39
47858,Bronx,0,0,26,1,0,0,27
48742,Manhattan,0,0,55,0,0,0,274
48870,Bronx,0,0,139,0,0,0,139
48898,Manhattan,0,0,135,0,0,0,135
49071,Bronx,0,0,83,0,0,1,84
49943,Brooklyn,0,19,73,0,0,0,93
50291,Manhattan,0,10,0,0,0,0,10
50370,Brooklyn,0,0,201,0,0,1,202
51150,Bronx,0,0,20,0,0,0,20
52021,Bronx,0,48,0,0,0,1,49
52022,Bronx,0,51,0,0,0,0,51
52319,Manhattan,0,155,0,0,0,0,155
55932,Brooklyn,0,0,1,0,0,0,1
44225,Bronx,0,0,11,0,0,0,11
44225,Bronx,0,14,40,0,0,1,55
50842,Manhattan,189,32,21,2,1,0,245
50842,Manhattan,184,29,20,9,3,0,245
51177,Manhattan,0,0,7,0,0,0,7
51177,Manhattan,0,0,12,0,0,1,13
51177,Manhattan,0,0,9,0,0,0,9
51177,Manhattan,0,0,9,0,0,0,9
51177,Manhattan,0,0,8,0,0,1,9
51177,Manhattan,0,0,15,0,0,0,15
51177,Manhattan,0,0,19,0,0,1,20
51177,Manhattan,0,0,20,0,0,0,20
51177,Manhattan,0,0,42,0,0,0,42
51177,Manhattan,0,0,35,0,0,1,36
51177,Manhattan,0,0,15,0,0,0,15
51177,Manhattan,0,0,10,0,0,0,10
51177,Manhattan,0,0,12,0,0,0,12
51177,Manhattan,0,0,7,0,0,0,7
51177,Manhattan,0,0,30,0,0,0,30
51299,Brooklyn,0,45,105,0,0,1,151
51299,Brooklyn,0,41,94,0,0,1,136
52056,Bronx,0,0,0,0,0,0,18
52056,Bronx,0,0,0,0,0,0,44
52056,Bronx,0,0,0,0,0,0,15
52056,Bronx,0,0,0,0,0,0,54
52056,Bronx,0,0,0,0,0,0,40
52056,Bronx,0,0,38,0,0,0,38
52056,Bronx,0,0,27,0,0,0,27
52056,Bronx,0,0,24,0,0,0,24
52056,Bronx,0,0,26,0,0,0,26
52056,Bronx,0,0,44,0,0,0,44
52182,Queens,0,151,0,0,0,0,151
55745,Queens,0,0,0,0,1,0,1
55760,Staten Island,0,0,0,0,1,0,1
44288,Brooklyn,0,0,4,0,0,0,4
44288,Brooklyn,0,0,3,0,0,0,3
44288,Brooklyn,0,0,4,0,0,0,4
44288,Brooklyn,0,0,4,0,0,0,4
44353,Bronx,12,0,27,0,0,1,40
44353,Bronx,33,0,16,0,0,1,50
48607,Bronx,0,0,36,0,0,1,37
48607,Bronx,0,0,42,0,0,1,43
48607,Bronx,0,0,48,0,0,1,49
48607,Bronx,0,0,8,0,0,1,9
48679,Bronx,0,0,18,0,2,1,21
48679,Bronx,0,0,17,0,3,0,20
48679,Bronx,0,0,16,0,4,1,21
48679,Bronx,0,0,8,0,12,0,20
48679,Bronx,0,0,6,0,4,0,10
48679,Bronx,0,0,10,0,0,1,11
48679,Bronx,0,0,7,0,3,1,11
48787,Brooklyn,0,16,0,0,0,0,16
48906,Brooklyn,182,0,110,0,0,1,293
49172,Bronx,86,0,0,0,0,0,86
49908,Manhattan,0,0,62,0,0,0,280
50088,Bronx,0,22,84,27,0,1,134
50282,Bronx,0,8,77,0,0,1,86
50408,Bronx,0,42,0,0,0,1,43
50497,Bronx,0,0,153,22,0,1,176
50583,Brooklyn,0,0,305,0,0,0,305
50609,Brooklyn,0,7,6,1,0,1,15
51104,Manhattan,0,0,22,0,0,0,107
51252,Bronx,0,0,8,0,0,1,9
51252,Bronx,0,3,6,0,0,0,9
51252,Bronx,0,0,45,0,0,1,46
51252,Bronx,0,3,38,0,0,1,42
51607,Manhattan,0,0,41,0,0,0,201
52411,Bronx,0,0,536,0,0,0,536
55506,Brooklyn,0,0,0,0,422,0,422
55699,Brooklyn,0,0,0,0,1,0,1
55723,Bronx,0,0,0,0,1,0,1
55783,Staten Island,0,0,0,0,1,0,1
50359,Manhattan,0,0,41,0,10,0,51
50359,Manhattan,0,0,10,0,8,0,18
50359,Manhattan,0,0,10,0,8,0,18
50359,Manhattan,0,0,11,0,7,0,18
51590,Manhattan,1,16,1,0,0,0,18
52413,Brooklyn,0,0,288,0,0,0,288
55695,Brooklyn,0,0,0,0,1,0,1
56332,Bronx,0,0,1,0,0,0,1
56691,Brooklyn,0,0,1,0,0,0,1
57194,Brooklyn,0,0,1,0,0,0,1
57294,Staten Island,0,0,1,0,0,0,1
48624,Brooklyn,0,0,5,1,0,0,6
48624,Brooklyn,0,0,4,4,0,0,8
48624,Brooklyn,0,0,12,0,0,0,12
48624,Brooklyn,0,0,15,0,0,1,16
48624,Brooklyn,0,0,16,0,0,0,16
48624,Brooklyn,0,0,19,12,0,0,31
48624,Brooklyn,0,0,0,0,0,0,6
50278,Bronx,0,16,0,0,0,0,16
50278,Bronx,0,21,0,0,0,0,21
50278,Bronx,0,20,0,0,0,0,20
50278,Bronx,0,16,0,0,0,0,16
50278,Bronx,0,21,0,0,0,0,21
50278,Bronx,0,32,0,0,0,0,32
50278,Bronx,0,13,0,0,0,0,13
50390,Bronx,0,0,90,0,0,1,91
50580,Manhattan,0,0,21,0,0,0,21
55912,Brooklyn,0,0,1,0,0,0,1
50371,Bronx,42,1,0,0,0,1,44
48128,Manhattan,0,10,0,0,6,0,16
48128,Manhattan,0,0,0,0,20,1,21
48128,Manhattan,0,3,6,0,0,1,10
48128,Manhattan,0,11,9,0,0,1,21
48128,Manhattan,0,4,6,0,0,1,11
48128,Manhattan,0,0,0,20,0,1,21
48767,Manhattan,0,0,30,0,0,0,30
48767,Manhattan,0,0,41,0,0,0,41
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,3,0,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,0,3,0,0,0,3
50207,Brooklyn,0,2,1,0,0,0,3
50207,Brooklyn,0,2,1,0,0,0,3
50207,Brooklyn,0,1,1,0,0,1,3
50207,Brooklyn,0,1,2,0,0,0,3
50207,Brooklyn,0,0,2,0,0,0,2
50258,Bronx,0,0,31,0,0,0,31
50258,Bronx,0,0,54,0,0,0,54
50352,Bronx,0,0,12,5,0,0,17
50352,Bronx,0,0,54,11,0,0,65
50352,Bronx,0,0,29,8,0,0,37
57027,Brooklyn,0,1,0,0,0,0,1
50248,Brooklyn,0,0,5,0,0,0,5
50248,Brooklyn,0,0,5,0,0,0,5
50248,Brooklyn,0,0,2,0,0,0,2
50248,Brooklyn,0,0,6,0,0,0,6
50248,Brooklyn,0,0,6,0,0,0,6
50248,Brooklyn,0,0,2,0,0,0,2
50248,Brooklyn,0,0,2,0,0,0,2
50248,Brooklyn,0,0,2,0,0,0,2
50248,Brooklyn,0,0,5,0,0,0,5
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,4,0,0,0,4
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,9,0,0,0,9
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,2,0,0,0,2
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,3,0,0,0,3
50248,Brooklyn,0,0,3,0,0,0,3
50330,Manhattan,0,0,160,0,0,0,761
50353,Bronx,0,0,36,0,0,0,36
50353,Bronx,0,0,8,0,0,0,8
50353,Bronx,0,0,8,0,0,0,8
50353,Bronx,0,0,8,0,0,0,8
50353,Bronx,0,0,8,0,0,0,8
52429,Queens,0,0,0,2,0,0,2
55736,Queens,0,0,0,0,1,0,1
57437,Staten Island,0,0,1,0,0,0,1
50360,Bronx,0,0,27,0,0,0,27
50360,Bronx,0,0,17,0,0,0,17
56377,Bronx,0,0,1,0,0,0,1
50193,Brooklyn,0,0,8,0,0,0,8
50193,Brooklyn,0,0,6,0,0,0,6
50193,Brooklyn,0,0,8,0,0,0,8
50193,Brooklyn,0,0,8,0,0,0,8
50193,Brooklyn,0,0,6,0,0,0,6
50193,Brooklyn,0,0,8,0,0,0,8
56573,Brooklyn,0,0,1,0,0,0,1
57036,Brooklyn,0,0,1,0,0,0,1
56570,Brooklyn,0,0,1,0,0,0,1
50354,Bronx,40,1,0,0,0,0,41
52370,Queens,0,0,1,0,0,0,1
53254,Bronx,0,160,0,0,0,0,160
55976,Bronx,0,1,0,0,0,0,1
56952,Queens,0,0,1,0,0,0,1
57361,Staten Island,0,0,1,0,0,0,1
50294,Bronx,0,6,25,0,0,0,31
52507,Queens,0,0,1,0,0,0,1
50416,Manhattan,0,0,26,0,103,1,130
57450,Staten Island,0,0,1,0,0,0,1
50410,Brooklyn,40,16,23,0,0,1,80
51249,Bronx,0,28,0,0,0,1,29
51534,Brooklyn,1,0,0,0,0,0,1
52401,Brooklyn,0,0,3,0,0,0,3
55732,Queens,0,0,0,0,1,0,1
56397,Brooklyn,0,0,1,0,0,0,1
57320,Staten Island,0,1,0,0,0,0,1
57364,Staten Island,0,0,1,0,0,0,1
50192,Bronx,16,0,11,0,0,0,27
56141,Brooklyn,0,0,1,0,0,0,1
56745,Bronx,0,0,1,0,0,0,1
56572,Brooklyn,0,0,1,0,0,0,1
55701,Brooklyn,0,0,0,0,1,0,1
55980,Bronx,0,1,0,0,0,0,1
55702,Brooklyn,0,0,0,0,1,0,1
65135,Bronx,0,0,1,0,0,0,4
65135,Bronx,0,0,1,0,0,0,4
56319,Brooklyn,0,0,1,0,0,0,1
56971,Brooklyn,0,0,1,0,0,0,1
55735,Queens,0,0,0,0,1,0,1
55500,Manhattan,0,0,92,0,0,0,92
55762,Staten Island,0,0,0,0,1,0,1
55772,Staten Island,0,0,0,0,1,0,1
56249,Brooklyn,0,0,1,0,0,0,1
56398,Brooklyn,0,0,1,0,0,0,1
56571,Brooklyn,0,0,1,0,0,0,1
57345,Staten Island,0,0,1,0,0,0,1
58514,Brooklyn,0,0,110,0,0,1,111
57233,Queens,0,0,1,0,0,0,1
52224,Bronx,0,0,0,26,0,0,26
52286,Queens,0,1,0,0,0,0,1
56625,Brooklyn,0,0,1,0,0,0,1
52493,Queens,0,0,1,0,0,0,1
56159,Queens,0,0,1,0,0,0,1
57061,Brooklyn,0,0,1,0,0,0,1
55757,Queens,0,0,0,0,1,0,1
55686,Brooklyn,0,0,0,0,1,0,1
57335,Staten Island,0,0,1,0,0,0,1
55743,Queens,0,0,0,0,1,0,1
56402,Brooklyn,0,0,1,0,0,0,1
55719,Bronx,0,0,0,0,1,0,1
56247,Brooklyn,0,0,1,0,0,0,1
56993,Bronx,0,0,1,0,0,0,1
55989,Bronx,0,1,0,0,0,0,1
56230,Brooklyn,0,0,1,0,0,0,1
56985,Bronx,0,0,1,0,0,0,1
56233,Brooklyn,0,0,1,0,0,0,1
56155,Brooklyn,0,0,1,0,0,0,1
56236,Brooklyn,0,0,1,0,0,0,1
57319,Staten Island,0,0,1,0,0,0,1
55691,Brooklyn,0,0,0,0,1,0,1
55994,Bronx,0,0,1,0,0,0,1
56430,Queens,0,0,1,0,0,0,1
52135,Brooklyn,0,0,4,0,0,0,4
52229,Brooklyn,2,0,0,0,0,0,2
56547,Queens,0,0,1,0,0,0,1
52134,Queens,0,0,1,0,0,0,1
55873,Brooklyn,0,0,1,0,0,0,1
57453,Staten Island,0,0,1,0,0,0,1
55622,Staten Island,0,0,0,0,1,0,1
50252,Manhattan,0,0,17,0,0,0,17
50252,Manhattan,0,0,10,0,0,0,10
52050,Bronx,0,0,0,4,0,0,4
55708,Brooklyn,0,0,0,0,1,0,1
57427,Staten Island,0,0,1,0,0,0,1
50473,Bronx,0,0,12,0,0,0,60
56580,Brooklyn,0,0,1,0,0,0,1
57189,Brooklyn,0,0,1,0,0,0,1
51914,Queens,0,0,3,0,0,0,3
57472,Staten Island,0,1,0,0,0,0,1
52102,Queens,2,0,0,0,0,0,2
55970,Bronx,0,0,1,0,0,0,1
56368,Bronx,0,0,1,0,0,0,1
52436,Manhattan,0,0,21,0,0,1,22
52436,Manhattan,0,0,24,0,0,0,24
52436,Manhattan,0,0,18,0,0,0,18
55778,Staten Island,0,0,0,0,1,0,1
65123,Manhattan,0,0,6,0,0,0,27
51501,Bronx,0,0,0,0,1,0,1
48879,Queens,0,0,17,66,0,1,84
57094,Queens,0,0,1,0,0,0,1
52103,Brooklyn,0,2,0,0,0,0,2
55859,Brooklyn,0,0,1,0,0,0,1
56750,Bronx,0,0,1,0,0,0,1
55958,Bronx,0,0,1,0,0,0,1
56144,Brooklyn,0,0,1,0,0,0,1
56523,Brooklyn,0,0,1,0,0,0,1
57306,Staten Island,0,1,0,0,0,0,1
55809,Brooklyn,0,0,1,0,0,0,1
56248,Brooklyn,0,0,1,0,0,0,1
56980,Brooklyn,0,1,0,0,0,0,1
57458,Staten Island,0,0,1,0,0,0,1
44371,Brooklyn,0,0,0,67,7,1,99
47962,Bronx,0,1,10,0,0,0,11
47962,Bronx,0,14,16,0,0,1,31
55709,Bronx,0,0,0,0,1,0,1
55826,Queens,0,0,1,0,0,0,1
55624,Staten Island,0,0,0,0,1,0,1
55756,Queens,0,0,0,0,1,0,1
55775,Staten Island,0,0,0,0,1,0,1
56657,Brooklyn,0,0,1,0,0,0,1
55715,Bronx,0,0,0,0,1,0,1
57456,Staten Island,0,0,1,0,0,0,1
49588,Manhattan,8,0,11,0,3,1,55
55966,Bronx,0,0,1,0,0,0,1
57095,Queens,0,0,1,0,0,0,1
55621,Staten Island,0,0,0,0,1,0,1
55767,Staten Island,0,0,0,0,1,0,1
56018,Brooklyn,0,0,1,0,0,0,1
56740,Bronx,0,0,1,0,0,0,1
55682,Brooklyn,0,0,0,0,1,0,1
55995,Bronx,0,0,1,0,0,0,1
57265,Staten Island,0,0,1,0,0,0,1
52285,Brooklyn,1,0,0,0,0,0,1
56242,Brooklyn,0,0,1,0,0,0,1
57298,Staten Island,0,0,1,0,0,0,1
50392,Manhattan,0,0,95,0,222,0,317
56082,Queens,0,0,1,0,0,0,1
56094,Queens,0,0,1,0,0,0,1
58458,Brooklyn,55,34,0,0,0,1,90
56117,Queens,0,0,1,0,0,0,1
56508,Bronx,0,0,1,0,0,0,1
65121,Brooklyn,0,0,2,0,0,0,8
65121,Brooklyn,0,0,2,0,0,0,8
44250,Brooklyn,8,0,0,0,0,0,8
55679,Brooklyn,0,0,0,0,1,0,1
55680,Brooklyn,0,0,0,0,1,0,1
56836,Brooklyn,0,0,1,0,0,0,1
56876,Queens,0,0,1,0,0,0,1
65120,Queens,0,0,6,0,0,0,30
56517,Queens,0,0,1,0,0,0,1
55678,Brooklyn,0,0,0,0,1,0,1
55685,Brooklyn,0,0,0,0,1,0,1
55771,Staten Island,0,0,0,0,1,0,1
57403,Staten Island,0,0,1,0,0,0,1
44348,Bronx,0,28,107,0,0,1,136
52947,Queens,0,0,1,0,0,0,1
56951,Queens,0,0,1,0,0,0,1
57270,Staten Island,0,0,1,0,0,0,1
57281,Staten Island,0,0,1,0,0,0,1
51325,Brooklyn,0,0,2,0,0,0,2
50196,Bronx,0,0,42,0,0,1,43
50196,Bronx,0,0,23,0,0,1,24
50196,Bronx,0,0,62,0,0,1,63
50196,Bronx,0,0,25,0,0,0,25
50196,Bronx,0,0,25,0,0,0,25
56393,Bronx,0,0,1,0,0,0,1
56557,Queens,0,1,0,0,0,0,1
56562,Queens,0,0,1,0,0,0,1
57459,Staten Island,0,0,1,0,0,0,1
50682,Manhattan,0,0,0,10,0,0,10
55776,Staten Island,0,0,0,0,1,0,1
55681,Brooklyn,0,0,0,0,1,0,1
57428,Staten Island,0,0,1,0,0,0,1
51502,Bronx,0,0,0,0,1,0,1
49722,Brooklyn,0,29,22,0,0,1,52
49722,Brooklyn,0,11,72,0,0,1,84
49722,Brooklyn,0,89,0,0,0,1,90
49722,Brooklyn,0,24,27,0,0,1,52
56106,Bronx,0,0,1,0,0,0,1
50481,Brooklyn,0,3,0,0,0,0,3
55697,Brooklyn,0,0,0,0,1,0,1
55773,Staten Island,0,0,0,0,1,0,1
57341,Staten Island,0,0,1,0,0,0,1
55647,Brooklyn,0,0,0,0,1,0,1
55759,Queens,0,0,0,0,1,0,1
